region_name,wheat_count
0710shio60_DJI_20250710161433_0044_D.JPG,396
0710shio60_DJI_20250710161435_0045_D.JPG,463
0710shio60_DJI_20250710161437_0046_D.JPG,508
0710shio60_DJI_20250710161439_0047_D.JPG,472
0710shio60_DJI_20250710161441_0048_D.JPG,490
0710shio60_DJI_20250710161443_0049_D.JPG,477
0710shio60_DJI_20250710161445_0050_D.JPG,497
0710shio60_DJI_20250710161447_0051_D.JPG,413
0710shio60_DJI_20250710161449_0052_D.JPG,403
0710shio60_DJI_20250710161451_0053_D.JPG,410
0710shio60_DJI_20250710161453_0054_D.JPG,418
0710shio60_DJI_20250710161455_0055_D.JPG,447
0710shio60_DJI_20250710161457_0056_D.JPG,459
0710shio60_DJI_20250710161459_0057_D.JPG,415
0710shio60_DJI_20250710161501_0058_D.JPG,409
0710shio60_DJI_20250710161503_0059_D.JPG,377
0710shio60_DJI_20250710161505_0060_D.JPG,396
0710shio60_DJI_20250710161507_0061_D.JPG,314
0710shio60_DJI_20250710161509_0062_D.JPG,347
0710shio60_DJI_20250710161511_0063_D.JPG,381
0710shio60_DJI_20250710161513_0064_D.JPG,409
0710shio60_DJI_20250710161515_0065_D.JPG,384
0710shio60_DJI_20250710161517_0066_D.JPG,379
0710shio60_DJI_20250710161519_0067_D.JPG,354
0710shio60_DJI_20250710161521_0068_D.JPG,350
0710shio60_DJI_20250710161523_0069_D.JPG,376
0710shio60_DJI_20250710161525_0070_D.JPG,266
0710shio60_DJI_20250710161527_0071_D.JPG,333
0710shio60_DJI_20250710161529_0072_D.JPG,350
0710shio60_DJI_20250710161531_0073_D.JPG,400
0710shio60_DJI_20250710161533_0074_D.JPG,399
0710shio60_DJI_20250710161535_0075_D.JPG,384
0710shio60_DJI_20250710161537_0076_D.JPG,344
0710shio60_DJI_20250710161539_0077_D.JPG,323
0710shio60_DJI_20250710161541_0078_D.JPG,364
0710shio60_DJI_20250710161543_0079_D.JPG,324
0710shio60_DJI_20250710161545_0080_D.JPG,285
0710shio60_DJI_20250710161547_0081_D.JPG,353
0710shio60_DJI_20250710161549_0082_D.JPG,340
0710shio60_DJI_20250710161551_0083_D.JPG,400
0710shio60_DJI_20250710161553_0084_D.JPG,372
0710shio60_DJI_20250710161555_0085_D.JPG,374
0710shio60_DJI_20250710161557_0086_D.JPG,363
0710shio60_DJI_20250710161559_0087_D.JPG,402
0710shio60_DJI_20250710161601_0088_D.JPG,318
0710shio60_DJI_20250710161603_0089_D.JPG,312
0710shio60_DJI_20250710161605_0090_D.JPG,389
0710shio60_DJI_20250710161607_0091_D.JPG,413
0710shio60_DJI_20250710161609_0092_D.JPG,394
0710shio60_DJI_20250710161611_0093_D.JPG,436
0710shio60_DJI_20250710161613_0094_D.JPG,424
0710shio60_DJI_20250710161615_0095_D.JPG,365
0710shio60_DJI_20250710161617_0096_D.JPG,362
0710shio60_DJI_20250710161619_0097_D.JPG,332
0710shio60_DJI_20250710161621_0098_D.JPG,255
0710shio60_DJI_20250710161623_0099_D.JPG,373
0710shio60_DJI_20250710161625_0100_D.JPG,427
0710shio60_DJI_20250710161627_0101_D.JPG,430
0710shio60_DJI_20250710161629_0102_D.JPG,405
0710shio60_DJI_20250710161631_0103_D.JPG,347
0710shio60_DJI_20250710161633_0104_D.JPG,343
0710shio60_DJI_20250710161635_0105_D.JPG,337
0710shio60_DJI_20250710161637_0106_D.JPG,356
0710shio60_DJI_20250710161639_0107_D.JPG,297
0710shio60_DJI_20250710161641_0108_D.JPG,329
0710shio60_DJI_20250710161643_0109_D.JPG,418
0710shio60_DJI_20250710161645_0110_D.JPG,406
0710shio60_DJI_20250710161647_0111_D.JPG,400
0710shio60_DJI_20250710161649_0112_D.JPG,395
0710shio60_DJI_20250710161651_0113_D.JPG,388
0710shio60_DJI_20250710161653_0114_D.JPG,349
0710shio60_DJI_20250710161655_0115_D.JPG,340
0710shio60_DJI_20250710161657_0116_D.JPG,300
0710shio60_DJI_20250710161659_0117_D.JPG,294
0710shio60_DJI_20250710161701_0118_D.JPG,381
0710shio60_DJI_20250710161703_0119_D.JPG,299
0710shio60_DJI_20250710161705_0120_D.JPG,302
0710shio60_DJI_20250710161707_0121_D.JPG,352
0710shio60_DJI_20250710161709_0122_D.JPG,352
0710shio60_DJI_20250710161711_0123_D.JPG,336
0710shio60_DJI_20250710161713_0124_D.JPG,298
0710shio60_DJI_20250710161715_0125_D.JPG,309
0710shio60_DJI_20250710161717_0126_D.JPG,296
0710shio60_DJI_20250710161719_0127_D.JPG,363
0710shio60_DJI_20250710161721_0128_D.JPG,329
0710shio60_DJI_20250710161723_0129_D.JPG,341
0710shio60_DJI_20250710161725_0130_D.JPG,331
0710shio60_DJI_20250710161727_0131_D.JPG,327
0710shio60_DJI_20250710161729_0132_D.JPG,280
0710shio60_DJI_20250710161731_0133_D.JPG,258
0710shio60_DJI_20250710161733_0134_D.JPG,261
0710shio60_DJI_20250710161735_0135_D.JPG,334
0710shio60_DJI_20250710161737_0136_D.JPG,307
0710shio60_DJI_20250710161739_0137_D.JPG,259
0710tai60_DJI_20250710153755_0001_D_tai3m.JPG,676
0710tai60_DJI_20250710153757_0002_D.JPG,635
0710tai60_DJI_20250710153759_0003_D.JPG,685
0710tai60_DJI_20250710153800_0004_D.JPG,753
0710tai60_DJI_20250710153802_0005_D.JPG,809
0710tai60_DJI_20250710153804_0006_D.JPG,833
0710tai60_DJI_20250710153806_0007_D.JPG,831
0710tai60_DJI_20250710153808_0008_D.JPG,886
0710tai60_DJI_20250710153810_0009_D.JPG,824
0710tai60_DJI_20250710153812_0010_D.JPG,645
0710tai60_DJI_20250710153814_0011_D.JPG,646
0710tai60_DJI_20250710153816_0012_D.JPG,680
0710tai60_DJI_20250710153818_0013_D.JPG,734
0710tai60_DJI_20250710153820_0014_D.JPG,702
0710tai60_DJI_20250710153822_0015_D.JPG,659
0710tai60_DJI_20250710153824_0016_D.JPG,685
0710tai60_DJI_20250710153826_0017_D.JPG,657
0710tai60_DJI_20250710153828_0018_D.JPG,656
0710tai60_DJI_20250710153830_0019_D.JPG,676
0710tai60_DJI_20250710153832_0020_D.JPG,658
0710tai60_DJI_20250710153834_0021_D.JPG,612
0710tai60_DJI_20250710153836_0022_D.JPG,610
0710tai60_DJI_20250710153838_0023_D.JPG,595
0710tai60_DJI_20250710153840_0024_D.JPG,601
0710tai60_DJI_20250710153842_0025_D.JPG,582
0710tai60_DJI_20250710153844_0026_D.JPG,564
0710tai60_DJI_20250710153846_0027_D.JPG,570
0710tai60_DJI_20250710153848_0028_D.JPG,515
0710tai60_DJI_20250710153850_0029_D.JPG,436
0710tai60_DJI_20250710153852_0030_D.JPG,533
0710tai60_DJI_20250710153854_0031_D.JPG,572
0710tai60_DJI_20250710153856_0032_D.JPG,505
0710tai60_DJI_20250710153858_0033_D.JPG,571
0710tai60_DJI_20250710153900_0034_D.JPG,576
0710tai60_DJI_20250710153902_0035_D.JPG,614
0710tai60_DJI_20250710153904_0036_D.JPG,674
0710tai60_DJI_20250710153906_0037_D.JPG,672
0710tai60_DJI_20250710153908_0038_D.JPG,704
0710tai60_DJI_20250710153910_0039_D.JPG,725
0710tai60_DJI_20250710153912_0040_D.JPG,807
0710tai60_DJI_20250710153914_0041_D.JPG,763
0710tai60_DJI_20250710153916_0042_D.JPG,737
0710tai60_DJI_20250710153918_0043_D.JPG,759
0710tai60_DJI_20250710153920_0044_D.JPG,775
0710tai60_DJI_20250710153922_0045_D.JPG,835
0710tai60_DJI_20250710153924_0046_D.JPG,833
0710tai60_DJI_20250710153926_0047_D.JPG,779
0710tai60_DJI_20250710153928_0048_D.JPG,821
0710tai60_DJI_20250710153930_0049_D.JPG,782
0710tai60_DJI_20250710153932_0050_D.JPG,781
0710tai60_DJI_20250710153934_0051_D.JPG,806
0710tai60_DJI_20250710153936_0052_D.JPG,824
0710tai60_DJI_20250710153938_0053_D.JPG,798
0710tai60_DJI_20250710153940_0054_D.JPG,784
0710tai60_DJI_20250710153942_0055_D.JPG,756
0710tai60_DJI_20250710153944_0056_D.JPG,717
0710tai60_DJI_20250710153946_0057_D.JPG,711
0710tai60_DJI_20250710153948_0058_D.JPG,729
0710tai60_DJI_20250710153950_0059_D.JPG,692
0710tai60_DJI_20250710153952_0060_D.JPG,690
0710tai60_DJI_20250710153954_0061_D.JPG,716
0710tai60_DJI_20250710153956_0062_D.JPG,672
0710tai60_DJI_20250710153958_0063_D.JPG,685
0710tai60_DJI_20250710154000_0064_D.JPG,644
0710tai60_DJI_20250710154002_0065_D.JPG,699
0710tai60_DJI_20250710154004_0066_D.JPG,686
0710tai60_DJI_20250710154006_0067_D.JPG,702
0710tai60_DJI_20250710154008_0068_D.JPG,711
0710tai60_DJI_20250710154010_0069_D.JPG,573
0710tai60_DJI_20250710154012_0070_D.JPG,609
0710tai60_DJI_20250710154014_0071_D.JPG,551
0710tai60_DJI_20250710154016_0072_D.JPG,583
0710tai60_DJI_20250710154018_0073_D.JPG,586
0710tai60_DJI_20250710154020_0074_D.JPG,635
0710tai60_DJI_20250710154022_0075_D.JPG,605
0710tai60_DJI_20250710154024_0076_D.JPG,611
0710tai60_DJI_20250710154026_0077_D.JPG,593
0710tai60_DJI_20250710154028_0078_D.JPG,568
0710tai60_DJI_20250710154030_0079_D.JPG,626
0710tai60_DJI_20250710154032_0080_D.JPG,660
0710tai60_DJI_20250710154034_0081_D.JPG,702
0710tai60_DJI_20250710154036_0082_D.JPG,633
0710tai60_DJI_20250710154038_0083_D.JPG,657
0710tai60_DJI_20250710154040_0084_D.JPG,628
0710tai60_DJI_20250710154042_0085_D.JPG,693
0710tai60_DJI_20250710154044_0086_D.JPG,665
0710tai60_DJI_20250710154046_0087_D.JPG,530
0710tai60_DJI_20250710154048_0088_D.JPG,672
0710tai60_DJI_20250710154050_0089_D.JPG,671
0710tai60_DJI_20250710154052_0090_D.JPG,662
0710tai60_DJI_20250710154054_0091_D.JPG,660
0710tai60_DJI_20250710154056_0092_D.JPG,640
0710tai60_DJI_20250710154058_0093_D.JPG,616
0710tai60_DJI_20250710154100_0094_D.JPG,660
0710tai60_DJI_20250710154102_0095_D.JPG,661
0710tai60_DJI_20250710154104_0096_D.JPG,686
0710tai60_DJI_20250710154106_0097_D.JPG,607
0710tai60_DJI_20250710154108_0098_D.JPG,590
0710tai60_DJI_20250710154110_0099_D.JPG,581
0710tai60_DJI_20250710154112_0100_D.JPG,621
0710tai60_DJI_20250710154114_0101_D.JPG,587
0710tai60_DJI_20250710154116_0102_D.JPG,634
0710tai60_DJI_20250710154118_0103_D.JPG,608
0710tai60_DJI_20250710154120_0104_D.JPG,643
0710tai60_DJI_20250710154122_0105_D.JPG,632
0710tai60_DJI_20250710154124_0106_D.JPG,654
0710tai60_DJI_20250710154126_0107_D.JPG,606
0710tai60_DJI_20250710154128_0108_D.JPG,592
0710tai60_DJI_20250710154130_0109_D.JPG,660
0710tai60_DJI_20250710154132_0110_D.JPG,694
0710tai60_DJI_20250710154134_0111_D.JPG,657
0710tai60_DJI_20250710154136_0112_D.JPG,663
0710tai60_DJI_20250710154138_0113_D.JPG,583
0710tai60_DJI_20250710154140_0114_D.JPG,633
0710tai60_DJI_20250710154142_0115_D.JPG,683
0710tai60_DJI_20250710154144_0116_D.JPG,719
0710tai60_DJI_20250710154146_0117_D.JPG,808
0710tai60_DJI_20250710154148_0118_D.JPG,747
0710tai60_DJI_20250710154150_0119_D.JPG,751
0710tai60_DJI_20250710154152_0120_D.JPG,698
0710tai60_DJI_20250710154154_0121_D.JPG,737
0710tai60_DJI_20250710154156_0122_D.JPG,796
0710tai60_DJI_20250710154158_0123_D.JPG,798
0710tai60_DJI_20250710154200_0124_D.JPG,790
0710tai60_DJI_20250710154202_0125_D.JPG,809
0710tai60_DJI_20250710154204_0126_D.JPG,849
0710tai60_DJI_20250710154206_0127_D.JPG,806
0710tai60_DJI_20250710154208_0128_D.JPG,873
0710tai60_DJI_20250710154210_0129_D.JPG,760
0710tai60_DJI_20250710154212_0130_D.JPG,820
0710tai60_DJI_20250710154214_0131_D.JPG,844
0710tai60_DJI_20250710154216_0132_D.JPG,890
0710tai60_DJI_20250710154218_0133_D.JPG,837
0710tai60_DJI_20250710154220_0134_D.JPG,797
0710tai60_DJI_20250710154222_0135_D.JPG,752
0710tai60_DJI_20250710154224_0136_D.JPG,754
0710tai60_DJI_20250710154226_0137_D.JPG,762
0710tai60_DJI_20250710154228_0138_D.JPG,791
0710tai60_DJI_20250710154230_0139_D.JPG,813
0710tai60_DJI_20250710154232_0140_D.JPG,773
0710tai60_DJI_20250710154234_0141_D.JPG,803
0710tai60_DJI_20250710154236_0142_D.JPG,798
0710tai60_DJI_20250710154238_0143_D.JPG,731
0710tai60_DJI_20250710154240_0144_D.JPG,676
0710tai60_DJI_20250710154242_0145_D.JPG,754
0710tai60_DJI_20250710154244_0146_D.JPG,760
0710tai60_DJI_20250710154246_0147_D.JPG,747
0710tai60_DJI_20250710154248_0148_D.JPG,733
0710tai60_DJI_20250710154250_0149_D.JPG,701
0710tai60_DJI_20250710154252_0150_D.JPG,724
0710tai60_DJI_20250710154254_0151_D.JPG,690
0710tai60_DJI_20250710154256_0152_D.JPG,678
0710tai60_DJI_20250710154258_0153_D.JPG,743
0710tai60_DJI_20250710154300_0154_D.JPG,679
0710tai60_DJI_20250710154302_0155_D.JPG,684
0710tai60_DJI_20250710154304_0156_D.JPG,683
0710tai60_DJI_20250710154306_0157_D.JPG,696
0710tai60_DJI_20250710154308_0158_D.JPG,701
0710tai60_DJI_20250710154310_0159_D.JPG,668
0710tai60_DJI_20250710154312_0160_D.JPG,730
0710tai60_DJI_20250710154314_0161_D.JPG,651
0710tai60_DJI_20250710154316_0162_D.JPG,604
0710tai60_DJI_20250710154318_0163_D.JPG,648
0710tai60_DJI_20250710154320_0164_D.JPG,642
0710tai60_DJI_20250710154322_0165_D.JPG,651
0710tai60_DJI_20250710154324_0166_D.JPG,630
0710tai60_DJI_20250710154326_0167_D.JPG,626
0710tai60_DJI_20250710154328_0168_D.JPG,628
0710tai60_DJI_20250710154330_0169_D.JPG,637
0710tai60_DJI_20250710154332_0170_D.JPG,668
0710tai60_DJI_20250710154334_0171_D.JPG,650
0710tai60_DJI_20250710154336_0172_D.JPG,715
0710tai60_DJI_20250710154338_0173_D.JPG,698
0710tai60_DJI_20250710154340_0174_D.JPG,720
0710tai60_DJI_20250710154342_0175_D.JPG,685
0710tai60_DJI_20250710154344_0176_D.JPG,682
0710tai60_DJI_20250710154346_0177_D.JPG,670
0710tai60_DJI_20250710154348_0178_D.JPG,681
0710tai60_DJI_20250710154350_0179_D.JPG,676
0710tai60_DJI_20250710154352_0180_D.JPG,703
0710tai60_DJI_20250710154354_0181_D.JPG,726
0710tai60_DJI_20250710154356_0182_D.JPG,705
0710tai60_DJI_20250710154358_0183_D.JPG,700
0710tai60_DJI_20250710154400_0184_D.JPG,689
0710tai60_DJI_20250710154402_0185_D.JPG,695
0710tai60_DJI_20250710154404_0186_D.JPG,771
0710tai60_DJI_20250710154406_0187_D.JPG,758
0710tai60_DJI_20250710154408_0188_D.JPG,766
0710tai60_DJI_20250710154410_0189_D.JPG,768
0710tai60_DJI_20250710154412_0190_D.JPG,639
0710tai60_DJI_20250710154414_0191_D.JPG,545
0710tai60_DJI_20250710154416_0192_D.JPG,470
0710tai60_DJI_20250710154434_0201_D.JPG,572
0710tai60_DJI_20250710154436_0202_D.JPG,573
0710tai60_DJI_20250710154439_0203_D_Waypoint3.JPG,574
0710tai60_DJI_20250710154440_0204_D.JPG,588
0710tai60_DJI_20250710154442_0205_D.JPG,597
0710tai60_DJI_20250710154444_0206_D.JPG,705
0710tai60_DJI_20250710154446_0207_D.JPG,729
0710tai60_DJI_20250710154448_0208_D.JPG,769
0710tai60_DJI_20250710154450_0209_D.JPG,758
0710tai60_DJI_20250710154452_0210_D.JPG,732
0710tai60_DJI_20250710154454_0211_D.JPG,759
0710tai60_DJI_20250710154456_0212_D.JPG,781
0710tai60_DJI_20250710154458_0213_D.JPG,800
0710tai60_DJI_20250710154500_0214_D.JPG,791
0710tai60_DJI_20250710154502_0215_D.JPG,758
0710tai60_DJI_20250710154504_0216_D.JPG,757
0710tai60_DJI_20250710154506_0217_D.JPG,756
0710tai60_DJI_20250710154508_0218_D.JPG,730
0710tai60_DJI_20250710154510_0219_D.JPG,723
0710tai60_DJI_20250710154512_0220_D.JPG,760
0710tai60_DJI_20250710154514_0221_D.JPG,747
0710tai60_DJI_20250710154516_0222_D.JPG,689
0710tai60_DJI_20250710154518_0223_D.JPG,738
0710tai60_DJI_20250710154520_0224_D.JPG,694
0710tai60_DJI_20250710154522_0225_D.JPG,748
0710tai60_DJI_20250710154524_0226_D.JPG,742
0710tai60_DJI_20250710154526_0227_D.JPG,781
0710tai60_DJI_20250710154528_0228_D.JPG,765
0710tai60_DJI_20250710154530_0229_D.JPG,762
0710tai60_DJI_20250710154532_0230_D.JPG,749
0710tai60_DJI_20250710154534_0231_D.JPG,735
0710tai60_DJI_20250710154536_0232_D.JPG,709
0710tai60_DJI_20250710154538_0233_D.JPG,705
0710tai60_DJI_20250710154540_0234_D.JPG,670
0710tai60_DJI_20250710154542_0235_D.JPG,673
0710tai60_DJI_20250710154544_0236_D.JPG,705
0710tai60_DJI_20250710154546_0237_D.JPG,731
0710tai60_DJI_20250710154548_0238_D.JPG,687
0710tai60_DJI_20250710154550_0239_D.JPG,703
0710tai60_DJI_20250710154552_0240_D.JPG,697
0710tai60_DJI_20250710154554_0241_D.JPG,747
0710tai60_DJI_20250710154556_0242_D.JPG,773
0710tai60_DJI_20250710154558_0243_D.JPG,777
0710tai60_DJI_20250710154600_0244_D.JPG,760
0710tai60_DJI_20250710154602_0245_D.JPG,717
0710tai60_DJI_20250710154604_0246_D.JPG,744
0710tai60_DJI_20250710154606_0247_D.JPG,788
0710tai60_DJI_20250710154608_0248_D.JPG,856
0710tai60_DJI_20250710154610_0249_D.JPG,806
0710tai60_DJI_20250710154612_0250_D.JPG,791
0710tai60_DJI_20250710154614_0251_D.JPG,763
0710tai60_DJI_20250710154616_0252_D.JPG,799
0710tai60_DJI_20250710154618_0253_D.JPG,805
0710tai60_DJI_20250710154620_0254_D.JPG,765
0710tai60_DJI_20250710154622_0255_D.JPG,817
0710tai60_DJI_20250710154624_0256_D.JPG,811
0710tai60_DJI_20250710154626_0257_D.JPG,786
0710tai60_DJI_20250710154628_0258_D.JPG,821
0710tai60_DJI_20250710154630_0259_D.JPG,779
0710tai60_DJI_20250710154632_0260_D.JPG,817
0710tai60_DJI_20250710154634_0261_D.JPG,843
0710tai60_DJI_20250710154636_0262_D.JPG,853
0710tai60_DJI_20250710154638_0263_D.JPG,808
0710tai60_DJI_20250710154640_0264_D.JPG,578
0710tai60_DJI_20250710154642_0265_D.JPG,820
0710tai60_DJI_20250710154644_0266_D.JPG,825
0710tai60_DJI_20250710154646_0267_D.JPG,820
0710tai60_DJI_20250710154648_0268_D.JPG,828
0710tai60_DJI_20250710154650_0269_D.JPG,825
0710tai60_DJI_20250710154652_0270_D.JPG,840
0710tai60_DJI_20250710154654_0271_D.JPG,782
0710tai60_DJI_20250710154656_0272_D.JPG,782
0710tai60_DJI_20250710154658_0273_D.JPG,765
0710tai60_DJI_20250710154700_0274_D.JPG,772
0710tai60_DJI_20250710154702_0275_D.JPG,776
0710tai60_DJI_20250710154704_0276_D.JPG,829
0710tai60_DJI_20250710154706_0277_D.JPG,775
0710tai60_DJI_20250710154708_0278_D.JPG,708
0710tai60_DJI_20250710154710_0279_D.JPG,696
0710tai60_DJI_20250710154712_0280_D.JPG,624
0710tai60_DJI_20250710154714_0281_D.JPG,686
0710tai60_DJI_20250710154716_0282_D.JPG,663
0710tai60_DJI_20250710154718_0283_D.JPG,691
0710tai60_DJI_20250710154720_0284_D.JPG,715
0710tai60_DJI_20250710154722_0285_D.JPG,644
0710tai60_DJI_20250710154724_0286_D.JPG,635
0710tai60_DJI_20250710154726_0287_D.JPG,655
0710tai60_DJI_20250710154728_0288_D.JPG,674
0710tai60_DJI_20250710154730_0289_D.JPG,678
0710tai60_DJI_20250710154732_0290_D.JPG,638
0710tai60_DJI_20250710154734_0291_D.JPG,630
0710tai60_DJI_20250710154736_0292_D.JPG,687
0710tai60_DJI_20250710154738_0293_D.JPG,674
0710tai60_DJI_20250710154740_0294_D.JPG,642
0710tai60_DJI_20250710154742_0295_D.JPG,700
0710tai60_DJI_20250710154744_0296_D.JPG,711
0710tai60_DJI_20250710154746_0297_D.JPG,722
0710tai60_DJI_20250710154748_0298_D.JPG,703
0710tai60_DJI_20250710154750_0299_D.JPG,671
0710tai60_DJI_20250710154752_0300_D.JPG,696
0710tai60_DJI_20250710154754_0301_D.JPG,623
0710tai60_DJI_20250710154756_0302_D.JPG,646
0710tai60_DJI_20250710154758_0303_D.JPG,682
0710tai60_DJI_20250710154800_0304_D.JPG,713
0710tai60_DJI_20250710154802_0305_D.JPG,723
0710tai60_DJI_20250710154804_0306_D.JPG,712
0710tai60_DJI_20250710154806_0307_D.JPG,721
0710tai60_DJI_20250710154808_0308_D.JPG,706
0710tai60_DJI_20250710154810_0309_D.JPG,641
0710tai60_DJI_20250710154812_0310_D.JPG,722
0710tai60_DJI_20250710154814_0311_D.JPG,705
0710tai60_DJI_20250710154816_0312_D.JPG,675
0710tai60_DJI_20250710154818_0313_D.JPG,654
0710tai60_DJI_20250710154820_0314_D.JPG,661
0710tai60_DJI_20250710154822_0315_D.JPG,595
0710tai60_DJI_20250710154824_0316_D.JPG,632
0710tai60_DJI_20250710154826_0317_D.JPG,603
0710tai60_DJI_20250710154828_0318_D.JPG,655
0710tai60_DJI_20250710154830_0319_D.JPG,663
0710tai60_DJI_20250710154832_0320_D.JPG,573
0710tai60_DJI_20250710154834_0321_D.JPG,602
0710tai60_DJI_20250710154836_0322_D.JPG,674
0710tai60_DJI_20250710154838_0323_D.JPG,510
0710tai60_DJI_20250710154840_0324_D.JPG,736
0710tai60_DJI_20250710154842_0325_D.JPG,693
0710tai60_DJI_20250710154844_0326_D.JPG,689
0710tai60_DJI_20250710154846_0327_D.JPG,692
0710tai60_DJI_20250710154848_0328_D.JPG,709
0710tai60_DJI_20250710154850_0329_D.JPG,670
0710tai60_DJI_20250710154852_0330_D.JPG,717
0710tai60_DJI_20250710154854_0331_D.JPG,740
0710tai60_DJI_20250710154856_0332_D.JPG,747
0710tai60_DJI_20250710154858_0333_D.JPG,742
0710tai60_DJI_20250710154900_0334_D.JPG,752
0710tai60_DJI_20250710154902_0335_D.JPG,664
0710tai60_DJI_20250710154904_0336_D.JPG,728
0710tai60_DJI_20250710154906_0337_D.JPG,750
0710tai60_DJI_20250710154908_0338_D.JPG,779
0710tai60_DJI_20250710154910_0339_D.JPG,789
0710tai60_DJI_20250710154912_0340_D.JPG,796
0710tai60_DJI_20250710154914_0341_D.JPG,752
0710tai60_DJI_20250710154916_0342_D.JPG,804
0710tai60_DJI_20250710154918_0343_D.JPG,806
0710tai60_DJI_20250710154920_0344_D.JPG,862
0710tai60_DJI_20250710154922_0345_D.JPG,838
0710tai60_DJI_20250710154924_0346_D.JPG,815
0710tai60_DJI_20250710154926_0347_D.JPG,835
0710tai60_DJI_20250710154928_0348_D.JPG,775
0710tai60_DJI_20250710154930_0349_D.JPG,724
0710tai60_DJI_20250710154932_0350_D.JPG,758
0710tai60_DJI_20250710154934_0351_D.JPG,838
0710tai60_DJI_20250710154936_0352_D.JPG,804
0710tai60_DJI_20250710154938_0353_D.JPG,783
0710tai60_DJI_20250710154940_0354_D.JPG,735
0710tai60_DJI_20250710154942_0355_D.JPG,691
0710tai60_DJI_20250710154944_0356_D.JPG,684
0710tai60_DJI_20250710154946_0357_D.JPG,617
0710tai60_DJI_20250710154948_0358_D.JPG,597
0710tai60_DJI_20250710154950_0359_D.JPG,632
0710tai60_DJI_20250710154952_0360_D.JPG,610
0710tai60_DJI_20250710154954_0361_D.JPG,639
0710tai60_DJI_20250710154956_0362_D.JPG,626
0710tai60_DJI_20250710154958_0363_D.JPG,664
0710tai60_DJI_20250710155000_0364_D.JPG,630
0710tai60_DJI_20250710155002_0365_D.JPG,619
0710tai60_DJI_20250710155004_0366_D.JPG,591
0710tai60_DJI_20250710155006_0367_D.JPG,675
0710tai60_DJI_20250710155008_0368_D.JPG,690
0710tai60_DJI_20250710155010_0369_D.JPG,671
0710tai60_DJI_20250710155012_0370_D.JPG,707
0710tai60_DJI_20250710155014_0371_D.JPG,717
0710tai60_DJI_20250710155016_0372_D.JPG,732
0710tai60_DJI_20250710155018_0373_D.JPG,695
0710tai60_DJI_20250710155020_0374_D.JPG,708
0710tai60_DJI_20250710155022_0375_D.JPG,697
0710tai60_DJI_20250710155024_0376_D.JPG,759
0710tai60_DJI_20250710155026_0377_D.JPG,691
0710tai60_DJI_20250710155028_0378_D.JPG,765
0710tai60_DJI_20250710155030_0379_D.JPG,737
0710tai60_DJI_20250710155032_0380_D.JPG,771
0710tai60_DJI_20250710155034_0381_D.JPG,832
0710tai60_DJI_20250710155036_0382_D.JPG,854
0710tai60_DJI_20250710155038_0383_D.JPG,911
0710tai60_DJI_20250710155040_0384_D.JPG,914
0710tai60_DJI_20250710155042_0385_D.JPG,863
0710tai60_DJI_20250710155044_0386_D.JPG,823
0710tai60_DJI_20250710155046_0387_D.JPG,740
0710tai60_DJI_20250710155048_0388_D.JPG,767
0710tai60_DJI_20250710155050_0389_D.JPG,854
