sample_id,filename,split
159,0710tai60_DJI_20250710154214_0131_D.JPG,train
160,0710tai60_DJI_20250710153814_0011_D.JPG,train
161,0710tai60_DJI_20250710154710_0279_D.JPG,train
162,0710tai60_DJI_20250710153816_0012_D.JPG,train
163,0710tai60_DJI_20250710154354_0181_D.JPG,train
164,0710tai60_DJI_20250710154728_0288_D.JPG,train
165,0710shio60_DJI_20250710161715_0125_D.JPG,train
166,0710tai60_DJI_20250710154620_0254_D.JPG,train
167,0710shio60_DJI_20250710161621_0098_D.JPG,train
168,0710tai60_DJI_20250710153808_0008_D.JPG,train
169,0710tai60_DJI_20250710154120_0104_D.JPG,train
170,0710tai60_DJI_20250710154244_0146_D.JPG,train
171,0710shio60_DJI_20250710161623_0099_D.JPG,train
172,0710tai60_DJI_20250710154542_0235_D.JPG,train
173,0710shio60_DJI_20250710161713_0124_D.JPG,train
174,0710tai60_DJI_20250710153928_0048_D.JPG,train
175,0710tai60_DJI_20250710154006_0067_D.JPG,train
176,0710tai60_DJI_20250710154134_0111_D.JPG,train
177,0710tai60_DJI_20250710154848_0328_D.JPG,train
178,0710tai60_DJI_20250710154336_0172_D.JPG,train
179,0710tai60_DJI_20250710154914_0341_D.JPG,train
180,0710tai60_DJI_20250710154756_0302_D.JPG,train
181,0710tai60_DJI_20250710154716_0282_D.JPG,train
182,0710tai60_DJI_20250710154606_0247_D.JPG,train
183,0710shio60_DJI_20250710161719_0127_D.JPG,train
184,0710tai60_DJI_20250710154346_0177_D.JPG,train
185,0710tai60_DJI_20250710154048_0088_D.JPG,train
186,0710tai60_DJI_20250710154802_0305_D.JPG,train
187,0710tai60_DJI_20250710154040_0084_D.JPG,train
188,0710shio60_DJI_20250710161727_0131_D.JPG,train
189,0710tai60_DJI_20250710154806_0307_D.JPG,train
190,0710tai60_DJI_20250710154316_0162_D.JPG,train
191,0710tai60_DJI_20250710154454_0211_D.JPG,train
192,0710tai60_DJI_20250710154638_0263_D.JPG,train
193,0710tai60_DJI_20250710154320_0164_D.JPG,train
194,0710tai60_DJI_20250710154552_0240_D.JPG,train
195,0710tai60_DJI_20250710154738_0293_D.JPG,train
196,0710tai60_DJI_20250710154310_0159_D.JPG,train
197,0710tai60_DJI_20250710154706_0277_D.JPG,train
198,0710tai60_DJI_20250710154740_0294_D.JPG,train
199,0710shio60_DJI_20250710161653_0114_D.JPG,train
200,0710tai60_DJI_20250710153920_0044_D.JPG,train
201,0710tai60_DJI_20250710154356_0182_D.JPG,train
202,0710tai60_DJI_20250710154516_0222_D.JPG,train
203,0710tai60_DJI_20250710154458_0213_D.JPG,train
204,0710tai60_DJI_20250710155020_0374_D.JPG,train
205,0710tai60_DJI_20250710155026_0377_D.JPG,train
206,0710tai60_DJI_20250710154108_0098_D.JPG,train
207,0710tai60_DJI_20250710154932_0350_D.JPG,train
208,0710tai60_DJI_20250710154404_0186_D.JPG,train
209,0710tai60_DJI_20250710153850_0029_D.JPG,train
210,0710tai60_DJI_20250710153755_0001_D_tai3m.JPG,train
211,0710tai60_DJI_20250710153956_0062_D.JPG,train
212,0710tai60_DJI_20250710154158_0123_D.JPG,train
213,0710tai60_DJI_20250710154106_0097_D.JPG,train
214,0710shio60_DJI_20250710161659_0117_D.JPG,train
215,0710shio60_DJI_20250710161709_0122_D.JPG,train
216,0710tai60_DJI_20250710154538_0233_D.JPG,train
217,0710tai60_DJI_20250710154050_0089_D.JPG,train
218,0710tai60_DJI_20250710154730_0289_D.JPG,train
219,0710tai60_DJI_20250710154512_0220_D.JPG,train
220,0710shio60_DJI_20250710161723_0129_D.JPG,train
221,0710tai60_DJI_20250710154252_0150_D.JPG,train
222,0710tai60_DJI_20250710154748_0298_D.JPG,train
223,0710shio60_DJI_20250710161643_0109_D.JPG,train
224,0710tai60_DJI_20250710154624_0256_D.JPG,train
225,0710tai60_DJI_20250710154448_0208_D.JPG,train
226,0710shio60_DJI_20250710161735_0135_D.JPG,train
227,0710tai60_DJI_20250710154610_0249_D.JPG,train
228,0710shio60_DJI_20250710161437_0046_D.JPG,train
229,0710tai60_DJI_20250710154934_0351_D.JPG,train
230,0710shio60_DJI_20250710161519_0067_D.JPG,train
231,0710tai60_DJI_20250710154248_0148_D.JPG,train
232,0710shio60_DJI_20250710161559_0087_D.JPG,train
233,0710tai60_DJI_20250710154126_0107_D.JPG,train
234,0710tai60_DJI_20250710153934_0051_D.JPG,train
235,0710tai60_DJI_20250710154652_0270_D.JPG,train
236,0710tai60_DJI_20250710153840_0024_D.JPG,train
237,0710shio60_DJI_20250710161333_0014_D.JPG,train
238,0710shio60_DJI_20250710161419_0037_D.JPG,train
239,0710shio60_DJI_20250710161405_0030_D.JPG,train
240,0710tai60_DJI_20250710153902_0035_D.JPG,train
241,0710tai60_DJI_20250710153806_0007_D.JPG,train
242,0710tai60_DJI_20250710154722_0285_D.JPG,train
243,0710tai60_DJI_20250710154522_0225_D.JPG,train
244,0710tai60_DJI_20250710154044_0086_D.JPG,train
245,0710shio60_DJI_20250710161619_0097_D.JPG,train
246,0710shio60_DJI_20250710161451_0053_D.JPG,train
247,0710tai60_DJI_20250710154122_0105_D.JPG,train
248,0710tai60_DJI_20250710154836_0322_D.JPG,train
249,0710tai60_DJI_20250710154520_0224_D.JPG,train
250,0710tai60_DJI_20250710154642_0265_D.JPG,train
251,0710tai60_DJI_20250710153918_0043_D.JPG,train
252,0710shio60_DJI_20250710161431_0043_D.JPG,train
253,0710tai60_DJI_20250710154840_0324_D.JPG,train
254,0710tai60_DJI_20250710154826_0317_D.JPG,train
255,0710tai60_DJI_20250710154014_0071_D.JPG,train
256,0710tai60_DJI_20250710154246_0147_D.JPG,train
257,0710tai60_DJI_20250710154534_0231_D.JPG,train
258,0710tai60_DJI_20250710154150_0119_D.JPG,train
259,0710tai60_DJI_20250710154750_0299_D.JPG,train
260,0710shio60_DJI_20250710161317_0006_D.JPG,train
261,0710tai60_DJI_20250710154154_0121_D.JPG,train
262,0710tai60_DJI_20250710154906_0337_D.JPG,train
263,0710shio60_DJI_20250710161629_0102_D.JPG,train
264,0710tai60_DJI_20250710154054_0091_D.JPG,train
265,0710tai60_DJI_20250710154820_0314_D.JPG,train
266,0710tai60_DJI_20250710154028_0078_D.JPG,train
267,0710tai60_DJI_20250710154810_0309_D.JPG,train
268,0710tai60_DJI_20250710153904_0036_D.JPG,train
269,0710shio60_DJI_20250710161625_0100_D.JPG,train
270,0710tai60_DJI_20250710154306_0157_D.JPG,train
271,0710tai60_DJI_20250710154032_0080_D.JPG,train
272,0710shio60_DJI_20250710161511_0063_D.JPG,train
273,0710shio60_DJI_20250710161443_0049_D.JPG,train
274,0710shio60_DJI_20250710161413_0034_D.JPG,train
275,0710tai60_DJI_20250710154216_0132_D.JPG,train
276,0710tai60_DJI_20250710154416_0192_D.JPG,train
277,0710tai60_DJI_20250710154002_0065_D.JPG,train
278,0710tai60_DJI_20250710154902_0335_D.JPG,train
279,0710shio60_DJI_20250710161403_0029_D.JPG,train
280,0710tai60_DJI_20250710154704_0276_D.JPG,train
281,0710tai60_DJI_20250710154102_0095_D.JPG,train
282,0710tai60_DJI_20250710154202_0125_D.JPG,train
283,0710tai60_DJI_20250710154614_0251_D.JPG,train
284,0710tai60_DJI_20250710154258_0153_D.JPG,train
285,0710tai60_DJI_20250710153846_0027_D.JPG,train
286,0710tai60_DJI_20250710154816_0312_D.JPG,train
287,0710tai60_DJI_20250710153759_0003_D.JPG,train
288,0710shio60_DJI_20250710161513_0064_D.JPG,train
289,0710shio60_DJI_20250710161739_0137_D.JPG,train
290,0710shio60_DJI_20250710161725_0130_D.JPG,train
291,0710tai60_DJI_20250710155010_0369_D.JPG,train
292,0710shio60_DJI_20250710161325_0010_D.JPG,train
293,0710tai60_DJI_20250710154414_0191_D.JPG,train
294,0710tai60_DJI_20250710154942_0355_D.JPG,train
295,0710shio60_DJI_20250710161517_0066_D.JPG,train
296,0710tai60_DJI_20250710154322_0165_D.JPG,train
297,0710shio60_DJI_20250710161337_0016_D.JPG,train
298,0710tai60_DJI_20250710153834_0021_D.JPG,train
299,0710shio60_DJI_20250710161429_0042_D.JPG,train
300,0710tai60_DJI_20250710154616_0252_D.JPG,train
301,0710tai60_DJI_20250710154930_0349_D.JPG,train
302,0710tai60_DJI_20250710154732_0290_D.JPG,train
303,0710tai60_DJI_20250710154034_0081_D.JPG,train
304,0710tai60_DJI_20250710154240_0144_D.JPG,train
305,0710tai60_DJI_20250710154838_0323_D.JPG,train
306,0710tai60_DJI_20250710154830_0319_D.JPG,train
307,0710tai60_DJI_20250710154452_0210_D.JPG,train
308,0710tai60_DJI_20250710154114_0101_D.JPG,train
309,0710tai60_DJI_20250710154016_0072_D.JPG,train
310,0710tai60_DJI_20250710154026_0077_D.JPG,train
311,0710tai60_DJI_20250710154312_0160_D.JPG,train
312,0710tai60_DJI_20250710154924_0346_D.JPG,train
313,0710tai60_DJI_20250710154144_0116_D.JPG,train
314,0710tai60_DJI_20250710155034_0381_D.JPG,train
315,0710tai60_DJI_20250710154938_0353_D.JPG,train
316,0710tai60_DJI_20250710154328_0168_D.JPG,train
317,0710tai60_DJI_20250710154518_0223_D.JPG,train
318,0710tai60_DJI_20250710154220_0134_D.JPG,train
319,0710tai60_DJI_20250710154004_0066_D.JPG,train
320,0710tai60_DJI_20250710153844_0026_D.JPG,train
321,0710shio60_DJI_20250710161435_0045_D.JPG,train
322,0710tai60_DJI_20250710154036_0082_D.JPG,train
323,0710tai60_DJI_20250710154700_0274_D.JPG,train
324,0710tai60_DJI_20250710153942_0055_D.JPG,train
325,0710tai60_DJI_20250710154340_0174_D.JPG,train
326,0710tai60_DJI_20250710154200_0124_D.JPG,train
327,0710shio60_DJI_20250710161639_0107_D.JPG,train
328,0710shio60_DJI_20250710161455_0055_D.JPG,train
329,0710tai60_DJI_20250710154636_0262_D.JPG,train
330,0710shio60_DJI_20250710161311_0003_D.JPG,train
331,0710tai60_DJI_20250710154852_0330_D.JPG,train
332,0710tai60_DJI_20250710155022_0375_D.JPG,train
333,0710shio60_DJI_20250710161447_0051_D.JPG,train
334,0710tai60_DJI_20250710154736_0292_D.JPG,train
335,0710shio60_DJI_20250710161549_0082_D.JPG,train
336,0710tai60_DJI_20250710154012_0070_D.JPG,train
337,0710shio60_DJI_20250710161417_0036_D.JPG,train
338,0710tai60_DJI_20250710154758_0303_D.JPG,train
339,0710tai60_DJI_20250710154208_0128_D.JPG,train
340,0710tai60_DJI_20250710154752_0300_D.JPG,train
341,0710tai60_DJI_20250710154958_0363_D.JPG,train
342,0710tai60_DJI_20250710154550_0239_D.JPG,train
343,0710shio60_DJI_20250710161611_0093_D.JPG,train
344,0710tai60_DJI_20250710154456_0212_D.JPG,train
345,0710tai60_DJI_20250710155002_0365_D.JPG,train
346,0710shio60_DJI_20250710161453_0054_D.JPG,train
347,0710tai60_DJI_20250710154508_0218_D.JPG,train
348,0710tai60_DJI_20250710154210_0129_D.JPG,train
349,0710tai60_DJI_20250710154124_0106_D.JPG,train
350,0710shio60_DJI_20250710161335_0015_D.JPG,train
351,0710tai60_DJI_20250710154352_0180_D.JPG,train
352,0710shio60_DJI_20250710161605_0090_D.JPG,train
353,0710tai60_DJI_20250710154632_0260_D.JPG,train
354,0710tai60_DJI_20250710154228_0138_D.JPG,train
355,0710tai60_DJI_20250710153854_0031_D.JPG,train
356,0710tai60_DJI_20250710154434_0201_D.JPG,train
357,0710tai60_DJI_20250710155042_0385_D.JPG,train
358,0710shio60_DJI_20250710161737_0136_D.JPG,train
359,0710tai60_DJI_20250710154334_0171_D.JPG,train
360,0710tai60_DJI_20250710155018_0373_D.JPG,train
361,0710tai60_DJI_20250710154400_0184_D.JPG,train
362,0710tai60_DJI_20250710154128_0108_D.JPG,train
363,0710shio60_DJI_20250710161457_0056_D.JPG,train
364,0710tai60_DJI_20250710154544_0236_D.JPG,train
365,0710shio60_DJI_20250710161449_0052_D.JPG,train
366,0710tai60_DJI_20250710154922_0345_D.JPG,train
367,0710tai60_DJI_20250710153910_0039_D.JPG,train
368,0710tai60_DJI_20250710154828_0318_D.JPG,train
369,0710tai60_DJI_20250710153940_0054_D.JPG,train
370,0710tai60_DJI_20250710155048_0388_D.JPG,train
371,0710tai60_DJI_20250710154904_0336_D.JPG,train
372,0710tai60_DJI_20250710153936_0052_D.JPG,train
373,0710tai60_DJI_20250710154928_0348_D.JPG,train
374,0710tai60_DJI_20250710153900_0034_D.JPG,train
375,0710shio60_DJI_20250710161505_0060_D.JPG,train
376,0710tai60_DJI_20250710154926_0347_D.JPG,train
377,0710shio60_DJI_20250710161445_0050_D.JPG,train
378,0710tai60_DJI_20250710154506_0217_D.JPG,train
379,0710tai60_DJI_20250710154112_0100_D.JPG,train
380,0710tai60_DJI_20250710154146_0117_D.JPG,train
381,0710shio60_DJI_20250710161351_0023_D.JPG,train
382,0710tai60_DJI_20250710154348_0178_D.JPG,train
383,0710tai60_DJI_20250710154856_0332_D.JPG,train
384,0710tai60_DJI_20250710153842_0025_D.JPG,train
385,0710tai60_DJI_20250710154234_0141_D.JPG,train
386,0710tai60_DJI_20250710154824_0316_D.JPG,train
387,0710tai60_DJI_20250710153944_0056_D.JPG,train
388,0710tai60_DJI_20250710154628_0258_D.JPG,train
389,0710tai60_DJI_20250710154308_0158_D.JPG,train
390,0710tai60_DJI_20250710154724_0286_D.JPG,train
391,0710tai60_DJI_20250710155000_0364_D.JPG,train
392,0710tai60_DJI_20250710154504_0216_D.JPG,train
393,0710tai60_DJI_20250710154156_0122_D.JPG,train
394,0710tai60_DJI_20250710154338_0173_D.JPG,train
395,0710tai60_DJI_20250710153820_0014_D.JPG,train
396,0710shio60_DJI_20250710161729_0132_D.JPG,train
397,0710tai60_DJI_20250710153824_0016_D.JPG,train
398,0710tai60_DJI_20250710154536_0232_D.JPG,train
399,0710shio60_DJI_20250710161627_0101_D.JPG,train
400,0710tai60_DJI_20250710154602_0245_D.JPG,train
401,0710shio60_DJI_20250710161603_0089_D.JPG,train
402,0710tai60_DJI_20250710154854_0331_D.JPG,train
403,0710tai60_DJI_20250710154439_0203_D_Waypoint3.JPG,train
404,0710tai60_DJI_20250710154030_0079_D.JPG,train
405,0710tai60_DJI_20250710154910_0339_D.JPG,train
406,0710shio60_DJI_20250710161711_0123_D.JPG,train
407,0710tai60_DJI_20250710155056_0390_D_Waypoint4.JPG,train
408,0710shio60_DJI_20250710161349_0022_D.JPG,train
409,0710shio60_DJI_20250710161531_0073_D.JPG,train
410,0710shio60_DJI_20250710161641_0108_D.JPG,train
411,0710tai60_DJI_20250710154222_0135_D.JPG,train
412,0710tai60_DJI_20250710154808_0308_D.JPG,train
413,0710shio60_DJI_20250710161633_0104_D.JPG,train
414,0710tai60_DJI_20250710153914_0041_D.JPG,test
415,0710shio60_DJI_20250710161733_0134_D.JPG,test
416,0710shio60_DJI_20250710161320_0008_D.JPG,test
417,0710shio60_DJI_20250710161557_0086_D.JPG,test
418,0710tai60_DJI_20250710154850_0329_D.JPG,test
419,0710tai60_DJI_20250710154344_0176_D.JPG,test
420,0710tai60_DJI_20250710154444_0206_D.JPG,test
421,0710shio60_DJI_20250710161533_0074_D.JPG,test
422,0710tai60_DJI_20250710153930_0049_D.JPG,test
423,0710tai60_DJI_20250710153830_0019_D.JPG,test
424,0710tai60_DJI_20250710154100_0094_D.JPG,test
425,0710tai60_DJI_20250710154330_0169_D.JPG,test
426,0710shio60_DJI_20250710161615_0095_D.JPG,test
427,0710shio60_DJI_20250710161631_0103_D.JPG,test
428,0710shio60_DJI_20250710161329_0012_D.JPG,test
429,0710tai60_DJI_20250710154834_0321_D.JPG,test
430,0710shio60_DJI_20250710161547_0081_D.JPG,test
431,0710shio60_DJI_20250710161409_0032_D.JPG,test
432,0710tai60_DJI_20250710153932_0050_D.JPG,test
433,0710tai60_DJI_20250710153757_0002_D.JPG,test
434,0710tai60_DJI_20250710153952_0060_D.JPG,test
435,0710shio60_DJI_20250710161553_0084_D.JPG,test
436,0710tai60_DJI_20250710153838_0023_D.JPG,test
437,0710tai60_DJI_20250710154608_0248_D.JPG,test
438,0710tai60_DJI_20250710154104_0096_D.JPG,test
439,0710tai60_DJI_20250710154318_0163_D.JPG,test
440,0710shio60_DJI_20250710161543_0079_D.JPG,test
441,0710tai60_DJI_20250710154626_0257_D.JPG,test
442,0710tai60_DJI_20250710154956_0362_D.JPG,test
443,0710tai60_DJI_20250710154714_0281_D.JPG,test
444,0710tai60_DJI_20250710154946_0357_D.JPG,test
445,0710tai60_DJI_20250710154654_0271_D.JPG,test
446,0710tai60_DJI_20250710154436_0202_D.JPG,test
447,0710shio60_DJI_20250710161327_0011_D.JPG,test
448,0710shio60_DJI_20250710161535_0075_D.JPG,test
449,0710tai60_DJI_20250710154952_0360_D.JPG,test
450,0710tai60_DJI_20250710153946_0057_D.JPG,test
451,0710tai60_DJI_20250710154136_0112_D.JPG,test
452,0710shio60_DJI_20250710161545_0080_D.JPG,test
453,0710tai60_DJI_20250710154528_0228_D.JPG,test
454,0710tai60_DJI_20250710155032_0380_D.JPG,test
455,0710shio60_DJI_20250710161459_0057_D.JPG,test
456,0710tai60_DJI_20250710154936_0352_D.JPG,test
457,0710tai60_DJI_20250710153802_0005_D.JPG,test
458,0710tai60_DJI_20250710154052_0090_D.JPG,test
459,0710tai60_DJI_20250710154726_0287_D.JPG,test
460,0710tai60_DJI_20250710155028_0378_D.JPG,test
461,0710tai60_DJI_20250710154056_0092_D.JPG,test
462,0710tai60_DJI_20250710155008_0368_D.JPG,test
463,0710tai60_DJI_20250710155038_0383_D.JPG,test
464,0710tai60_DJI_20250710154950_0359_D.JPG,test
465,0710shio60_DJI_20250710161515_0065_D.JPG,test
466,0710tai60_DJI_20250710154818_0313_D.JPG,test
467,0710tai60_DJI_20250710154746_0297_D.JPG,test
468,0710tai60_DJI_20250710154256_0152_D.JPG,test
469,0710tai60_DJI_20250710154130_0109_D.JPG,test
470,0710tai60_DJI_20250710155044_0386_D.JPG,test
471,0710shio60_DJI_20250710161313_0004_D.JPG,test
472,0710tai60_DJI_20250710154908_0338_D.JPG,test
473,0710tai60_DJI_20250710154648_0268_D.JPG,test
474,0710shio60_DJI_20250710161637_0106_D.JPG,test
475,0710shio60_DJI_20250710161609_0092_D.JPG,test
476,0710tai60_DJI_20250710154230_0139_D.JPG,test
477,0710tai60_DJI_20250710153908_0038_D.JPG,test
478,0710tai60_DJI_20250710154514_0221_D.JPG,test
479,0710shio60_DJI_20250710161525_0070_D.JPG,test
480,0710tai60_DJI_20250710153906_0037_D.JPG,test
